Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2004-07-26,126.82785034179688,126.82785034179688,123.4457743326823,126.82785034179688,517650000,0.0,0.0
2004-07-27,125.13681233723959,126.82785034179688,123.4457743326823,126.82785034179688,254000000,0.0,0.0
2004-07-28,126.82785034179688,126.82785034179688,125.13681233723959,126.82785034179688,172520000,0.0,0.0
2004-07-29,126.82785034179688,126.82785034179688,125.13681233723959,126.82785034179688,57950000,0.0,0.0
2004-07-30,126.82785034179688,126.82785034179688,125.13681233723959,126.82785034179688,224110000,0.0,0.0
2004-08-02,125.13681030273438,126.82784827979835,125.13681030273438,125.13681030273438,27010000,0.0,0.0
2004-08-03,125.13681233723959,128.51888834635417,125.13681233723959,126.82785034179688,326000000,0.0,0.0
2004-08-04,126.82788246556332,128.5189208984375,126.82788246556332,128.5189208984375,254660000,0.0,0.0
2004-08-05,126.82788246556332,128.5189208984375,126.82788246556332,128.5189208984375,133330000,0.0,0.0
2004-08-06,126.82785034179688,128.51888834635417,126.82785034179688,126.82785034179688,126340000,0.0,0.0
2004-08-09,125.13683141420965,125.13683141420965,121.75475488950129,123.44579315185547,364660000,0.0,0.0
2004-08-10,123.44579315185547,123.44579315185547,123.44579315185547,123.44579315185547,108000000,0.0,0.0
2004-08-11,125.13681030273438,125.13681030273438,125.13681030273438,125.13681030273438,144040000,0.0,0.0
2004-08-12,125.13683141420965,125.13683141420965,123.44579315185547,123.44579315185547,13100000,0.0,0.0
2004-08-13,123.44579315185547,125.13683141420965,123.44579315185547,123.44579315185547,113270000,0.0,0.0
2004-08-16,123.445799085829,123.445799085829,121.7547607421875,121.7547607421875,143450000,0.0,0.0
2004-08-17,121.7547607421875,121.7547607421875,121.7547607421875,121.7547607421875,0,0.0,0.0
2004-08-18,123.44577232567039,125.13681030273438,123.44577232567039,125.13681030273438,236070000,0.0,0.0
2004-08-19,125.13681030273438,125.13681030273438,123.44577232567039,125.13681030273438,54470000,0.0,0.0
2004-08-20,123.44579315185547,125.13683141420965,123.44579315185547,123.44579315185547,6340000,0.0,0.0
2004-08-23,123.44579315185547,125.13683141420965,123.44579315185547,123.44579315185547,34770000,0.0,0.0
2004-08-24,123.44579315185547,123.44579315185547,121.75475488950129,123.44579315185547,343910000,0.0,0.0
2004-08-25,123.445799085829,123.445799085829,120.063722398546,121.7547607421875,20510000,0.0,0.0
2004-08-26,120.063722398546,121.7547607421875,120.063722398546,121.7547607421875,26650000,0.0,0.0
2004-08-27,121.75475488950129,123.44579315185547,121.75475488950129,123.44579315185547,152960000,0.0,0.0
2004-08-30,121.75477449658892,121.75477449658892,120.06373596191406,120.06373596191406,217280000,0.0,0.0
2004-08-31,121.7547607421875,123.445799085829,121.7547607421875,121.7547607421875,241830000,0.0,0.0
2004-09-01,121.754736328125,126.82785034179688,121.754736328125,126.82785034179688,785500000,0.0,0.0
2004-09-02,126.82785034179688,128.51888834635417,125.13681233723959,126.82785034179688,625450000,0.0,0.0
2004-09-03,126.82788246556332,130.20995933131167,126.82788246556332,128.5189208984375,380010000,0.0,0.0
2004-09-06,128.51888834635417,130.20992635091147,126.82785034179688,126.82785034179688,300650000,0.0,0.0
2004-09-07,126.82784827979835,126.82784827979835,125.13681030273438,125.13681030273438,380160000,0.0,0.0
2004-09-08,125.13684403268914,128.5189208984375,125.13684403268914,128.5189208984375,148760000,0.0,0.0
2004-09-09,126.82784827979835,126.82784827979835,121.75473434860642,125.13681030273438,1124760000,0.0,0.0
2004-09-10,125.13681233723959,128.51888834635417,123.4457743326823,126.82785034179688,807590000,0.0,0.0
2004-09-13,126.82785034179688,126.82785034179688,126.82785034179688,126.82785034179688,0,0.0,0.0
2004-09-14,128.51894021336037,135.28309496143197,128.51894021336037,133.59205627441406,1532050000,0.0,0.0
2004-09-15,133.59205891173562,138.6651750729408,131.9010201913339,136.97413635253906,1588000000,0.0,0.0
2004-09-16,135.2830810546875,135.2830810546875,133.5920425415039,135.2830810546875,208620000,0.0,0.0
2004-09-17,133.5920425415039,135.2830810546875,130.2099655151367,135.2830810546875,302950000,0.0,0.0
2004-09-20,135.2830810546875,135.2830810546875,135.2830810546875,135.2830810546875,0,0.0,0.0
2004-09-21,136.9740793618811,142.04719341232115,136.9740793618811,140.3561553955078,1901600000,0.0,0.0
2004-09-22,140.35624601782823,140.35624601782823,136.97416780053115,138.6652069091797,210400000,0.0,0.0
2004-09-23,136.97416780053115,140.35624601782823,136.97416780053115,138.6652069091797,623640000,0.0,0.0
2004-09-24,136.97416780053115,138.6652069091797,136.97416780053115,138.6652069091797,10480000,0.0,0.0
2004-09-27,136.9741195678711,138.66515808105467,133.5920425415039,135.2830810546875,174580000,0.0,0.0
2004-09-28,135.28309496143197,135.28309496143197,133.59205627441406,133.59205627441406,331780000,0.0,0.0
2004-09-29,133.5920425415039,135.2830810546875,133.5920425415039,135.2830810546875,244270000,0.0,0.0
2004-09-30,135.2830810546875,136.9741195678711,133.5920425415039,135.2830810546875,270690000,0.0,0.0
2004-10-01,135.28309763213736,136.97413635253906,135.28309763213736,136.97413635253906,447560000,0.0,0.0
2004-10-04,136.9740832160501,143.7382354736328,136.9740832160501,143.7382354736328,1251590000,0.0,0.0
2004-10-05,142.04722396187162,155.57553100585938,142.04722396187162,155.57553100585938,1496600000,0.0,0.0
2004-10-06,155.57552932906935,155.57552932906935,150.5024142422519,153.88449096679688,270080000,0.0,0.0
2004-10-07,152.1934814453125,152.1934814453125,147.12036539713543,152.1934814453125,412060000,0.0,0.0
2004-10-08,150.5024427625868,153.88452012803822,150.5024427625868,152.1934814453125,288950000,0.0,0.0
2004-10-11,152.19345260452437,155.57552932906935,150.5024142422519,153.88449096679688,350120000,0.0,0.0
2004-10-12,153.8845187412219,153.8845187412219,148.81140273876406,150.50244140625,322910000,0.0,0.0
2004-10-13,152.1934814453125,153.88452012803822,150.5024427625868,152.1934814453125,168000000,0.0,0.0
2004-10-14,152.1934814453125,153.88452012803822,150.5024427625868,152.1934814453125,305480000,0.0,0.0
2004-10-15,150.5024142422519,153.88449096679688,150.5024142422519,153.88449096679688,301950000,0.0,0.0
2004-10-18,153.88449096679688,153.88449096679688,152.19345260452437,153.88449096679688,137550000,0.0,0.0
2004-10-19,153.8845187412219,153.8845187412219,150.50244140625,150.50244140625,412170000,0.0,0.0
2004-10-20,150.50244140625,152.19348007373597,147.1203640712781,150.50244140625,273750000,0.0,0.0
2004-10-21,150.50242458690295,150.50242458690295,147.1203476298939,148.81138610839844,170980000,0.0,0.0
2004-10-22,148.81140407986112,153.88452012803822,148.81140407986112,152.1934814453125,219850000,0.0,0.0
2004-10-25,152.19345260452437,153.88449096679688,150.5024142422519,153.88449096679688,36080000,0.0,0.0
2004-10-26,153.8844926253609,155.57553100585938,152.19345424486244,155.57553100585938,95260000,0.0,0.0
2004-10-27,155.57550811767578,164.03069877624512,155.57550811767578,162.33966064453125,668340000,0.0,0.0
2004-10-28,164.03069877624512,164.03069877624512,158.95758438110352,162.33966064453125,277050000,0.0,0.0
2004-10-29,162.33966064453125,162.33966064453125,160.64862251281738,162.33966064453125,126340000,0.0,0.0
2004-11-01,162.33965139678028,169.1038035383128,162.33965139678028,167.4127655029297,224080000,0.0,0.0
2004-11-02,167.41278614717373,175.86797736672796,167.41278614717373,172.48590087890625,389430000,0.0,0.0
2004-11-03,172.48587960907906,172.48587960907906,167.4127655029297,167.4127655029297,438210000,0.0,0.0
2004-11-04,167.4127655029297,167.4127655029297,162.33965139678028,167.4127655029297,370720000,0.0,0.0
2004-11-05,167.4127976989746,170.794874420166,167.4127976989746,169.1038360595703,114460000,0.0,0.0
2004-11-08,169.1038360595703,169.1038360595703,165.7217593383789,169.1038360595703,38090000,0.0,0.0
2004-11-09,169.1038360595703,170.794874420166,169.1038360595703,169.1038360595703,65960000,0.0,0.0
2004-11-10,170.79486947689418,180.94109934680867,169.10383116524176,179.25006103515625,289020000,0.0,0.0
2004-11-11,180.94104669744317,191.0872736150568,180.94104669744317,186.01416015625,278360000,0.0,0.0
2004-11-12,187.70519797585226,191.0872736150568,184.3231223366477,186.01416015625,351860000,0.0,0.0
2004-11-15,186.01416015625,186.01416015625,186.01416015625,186.01416015625,0,0.0,0.0
2004-11-16,186.01416015625,186.01416015625,186.01416015625,186.01416015625,0,0.0,0.0
2004-11-17,186.01416015625,186.01416015625,186.01416015625,186.01416015625,0,0.0,0.0
2004-11-18,186.01416015625,186.01416015625,186.01416015625,186.01416015625,0,0.0,0.0
2004-11-19,186.01416015625,186.01416015625,186.01416015625,186.01416015625,0,0.0,0.0
2004-11-22,186.014202259205,186.014202259205,179.25004944977937,182.6321258544922,383340000,0.0,0.0
2004-11-23,186.07796131480825,194.69268174604937,186.07796131480825,189.5238494873047,361270000,5.0,0.0
2004-11-24,189.5238494873047,192.96973765980115,187.80090540105647,189.5238494873047,120080000,0.0,0.0
2004-11-25,187.80096121814762,187.80096121814762,184.35507202148438,184.35507202148438,128910000,0.0,0.0
2004-11-26,184.35511547270275,184.35511547270275,177.46333545503163,180.9092254638672,555880000,0.0,0.0
2004-11-29,180.9092299435117,187.80101013183594,180.9092299435117,187.80101013183594,284470000,0.0,0.0
2004-11-30,187.80090540105647,191.24679357355294,187.80090540105647,189.5238494873047,174800000,0.0,0.0
2004-12-01,189.523955178917,189.523955178917,184.3551200376738,187.80101013183594,335200000,0.0,0.0
2004-12-02,189.523955178917,192.96984527307913,187.80101013183594,187.80101013183594,569090000,0.0,0.0
2004-12-03,189.523955178917,191.24690022599808,187.80101013183594,187.80101013183594,508070000,0.0,0.0
2004-12-06,186.07806508475488,187.80101013183594,186.07806508475488,187.80101013183594,80250000,0.0,0.0
2004-12-07,187.8009936014811,187.8009936014811,184.35510381062826,186.0780487060547,144530000,0.0,0.0
2004-12-08,186.0780487060547,187.8009936014811,186.0780487060547,186.0780487060547,96460000,0.0,0.0
2004-12-09,186.078016619816,187.80096121814762,184.35507202148438,184.35507202148438,281890000,0.0,0.0
2004-12-10,184.35507202148438,186.078016619816,182.63212742315275,184.35507202148438,370970000,0.0,0.0
2004-12-13,182.63217046828495,182.63217046828495,177.46333545503163,180.9092254638672,303400000,0.0,0.0
2004-12-14,180.9092254638672,184.35511547270275,177.46333545503163,180.9092254638672,404780000,0.0,0.0
2004-12-15,180.90922187356387,180.90922187356387,172.2944970224418,175.74038696289062,475980000,0.0,0.0
2004-12-16,177.46329362815786,184.35507202148438,177.46329362815786,184.35507202148438,300610000,0.0,0.0
2004-12-17,184.35509538228533,196.41570909888344,184.35509538228533,194.69276428222656,968030000,0.0,0.0
2004-12-20,192.9698058011239,199.86158457973548,192.9698058011239,196.4156951904297,500500000,0.0,0.0
2004-12-21,196.41571177606997,198.13865661621094,194.692766935929,198.13865661621094,259150000,0.0,0.0
2004-12-22,198.13861254988046,203.3074459207469,198.13861254988046,199.86155700683594,385500000,0.0,0.0
2004-12-23,201.58453369140625,203.30747842381143,199.86158895900107,201.58453369140625,190420000,0.0,0.0
2004-12-24,201.58453369140625,201.58453369140625,201.58453369140625,201.58453369140625,0,0.0,0.0
2004-12-27,199.86159175584297,206.7533707819065,199.86159175584297,205.03042602539062,239760000,0.0,0.0
2004-12-28,205.0303687734052,210.1992015996255,203.30742449799843,208.47625732421875,357530000,0.0,0.0
2004-12-29,210.19926029493828,210.19926029493828,205.03042602539062,205.03042602539062,112540000,0.0,0.0
2004-12-30,205.03042602539062,205.03042602539062,199.86159175584297,205.03042602539062,116110000,0.0,0.0
2004-12-31,205.03042602539062,205.03042602539062,205.03042602539062,205.03042602539062,0,0.0,0.0
2005-01-03,203.3074951171875,203.3074951171875,201.58455024331303,203.3074951171875,126180000,0.0,0.0
2005-01-04,203.30751266479493,208.47634773254396,203.30751266479493,206.75340270996094,291730000,0.0,0.0
2005-01-05,206.75334651295734,217.0910138386052,206.75334651295734,211.92218017578125,564730000,0.0,0.0
2005-01-06,213.6451247300559,213.6451247300559,208.47629106723198,211.92218017578125,161150000,0.0,0.0
2005-01-07,210.1992746126854,210.1992746126854,201.58455024331303,203.3074951171875,592910000,0.0,0.0
2005-01-10,203.30748836551092,203.30748836551092,187.80098501559908,194.69276428222656,1459290000,0.0,0.0
2005-01-11,194.69276428222656,196.41570909888344,191.2468746489128,194.69276428222656,763270000,0.0,0.0
2005-01-12,192.9698167405687,194.6927615328952,189.5239271559157,191.2468719482422,346960000,0.0,0.0
2005-01-13,191.2468581880842,194.69274752480644,191.2468581880842,192.9698028564453,462640000,0.0,0.0
2005-01-14,192.96981946556969,196.41570909888344,192.96981946556969,194.69276428222656,425410000,0.0,0.0
2005-01-17,194.692766935929,198.13865661621094,194.692766935929,198.13865661621094,186470000,0.0,0.0
2005-01-18,198.13863988508257,198.13863988508257,192.9698058011239,196.4156951904297,185970000,0.0,0.0
2005-01-19,196.4156951904297,196.4156951904297,192.9698058011239,196.4156951904297,641200000,0.0,0.0
2005-01-20,194.692766935929,198.13865661621094,192.96982209578806,198.13865661621094,343520000,0.0,0.0
2005-01-24,198.13865661621094,198.13865661621094,196.41571177606997,198.13865661621094,162660000,0.0,0.0
2005-01-25,198.13863988508257,199.86158457973548,196.4156951904297,196.4156951904297,337900000,0.0,0.0
2005-01-26,198.1386442265959,201.58453369140625,198.1386442265959,201.58453369140625,374440000,0.0,0.0
2005-01-27,201.58455024331303,203.3074951171875,201.58455024331303,203.3074951171875,388630000,0.0,0.0
2005-01-28,203.30747842381143,203.30747842381143,199.86158895900107,201.58453369140625,271040000,0.0,0.0
2005-01-31,199.8616014563519,199.8616014563519,198.13865661621094,198.13865661621094,236080000,0.0,0.0
2005-02-01,198.1386442265959,201.58453369140625,198.1386442265959,201.58453369140625,170990000,0.0,0.0
2005-02-02,201.58453369140625,203.30747842381143,199.86158895900107,201.58453369140625,350620000,0.0,0.0
2005-02-03,201.58453651235885,205.03042602539062,199.86159175584297,205.03042602539062,371380000,0.0,0.0
2005-02-04,203.30751266479493,208.47634773254396,203.30751266479493,206.75340270996094,452960000,0.0,0.0
2005-02-07,206.75340270996094,208.47634773254396,205.03045768737795,206.75340270996094,306860000,0.0,0.0
2005-02-08,205.03045768737795,206.75340270996094,205.03045768737795,206.75340270996094,145560000,0.0,0.0
2005-02-11,205.03045768737795,208.47634773254396,205.03045768737795,206.75340270996094,285870000,0.0,0.0
2005-02-14,206.75340270996094,206.75340270996094,203.30751266479493,206.75340270996094,326000000,0.0,0.0
2005-02-15,206.75334651295734,211.92218017578125,206.75334651295734,211.92218017578125,429560000,0.0,0.0
2005-02-16,213.64517454117063,220.53695436507937,213.64517454117063,217.091064453125,715460000,0.0,0.0
2005-02-17,220.53691846804512,232.59753119676634,220.53691846804512,229.15164184570312,920020000,0.0,0.0
2005-02-18,227.42869717017152,229.15164184570312,222.25986314357672,229.15164184570312,172390000,0.0,0.0
2005-02-21,229.15168646610144,229.15168646610144,225.7057964440548,227.42874145507812,93670000,0.0,0.0
2005-02-22,227.42874145507812,227.42874145507812,225.7057964440548,227.42874145507812,112470000,0.0,0.0
2005-02-23,225.7057964440548,232.59757648814806,223.98285143303147,227.42874145507812,169910000,0.0,0.0
2005-02-24,227.42866857727964,232.59750195403598,225.70572411836085,230.8745574951172,297770000,0.0,0.0
2005-02-25,229.15168646610144,229.15168646610144,227.42874145507812,227.42874145507812,499650000,0.0,0.0
2005-02-28,227.4287249150167,227.4287249150167,220.5369453721374,225.70578002929688,477690000,0.0,0.0
2005-03-01,223.98283514357706,229.15166980073653,223.98283514357706,225.70578002929688,287430000,0.0,0.0
2005-03-02,225.70569801330564,225.70569801330564,218.81392097473145,220.536865234375,243910000,0.0,0.0
2005-03-03,220.53691846804512,229.15164184570312,220.53691846804512,229.15164184570312,331170000,0.0,0.0
2005-03-04,229.15161303619843,234.32044641295477,227.42866857727964,230.8745574951172,444930000,0.0,0.0
2005-03-07,230.87462220574815,239.48934691491786,230.87462220574815,236.04345703125,893120000,0.0,0.0
2005-03-08,237.76635742187497,241.21224665987316,234.32046818387678,237.766357421875,170600000,0.0,0.0
2005-03-09,239.48927978971113,239.48927978971113,230.8745574951172,230.8745574951172,476220000,0.0,0.0
2005-03-10,230.87458652123473,232.59753119676634,229.15164184570312,229.15164184570312,420230000,0.0,0.0
2005-03-14,230.8745574951172,232.59750195403598,225.70572411836085,230.8745574951172,409390000,0.0,0.0
2005-03-15,230.87455760182198,251.54989111840305,230.87455760182198,246.3810577392578,785300000,0.0,0.0
2005-03-16,248.10397156974338,261.8875255458402,248.10397156974338,260.1645812988281,750460000,0.0,0.0
2005-03-17,260.1646688306654,260.1646688306654,249.82699987050648,254.99583435058594,523960000,0.0,0.0
2005-03-18,258.44172400397224,258.44172400397224,253.2728895238928,254.99583435058594,272000000,0.0,0.0
2005-03-21,254.99581131280638,263.61053466796875,251.54992197074142,263.61053466796875,364340000,0.0,0.0
2005-03-22,267.05635828687656,268.77930253388865,254.99574855779179,260.1645812988281,780220000,0.0,0.0
2005-03-23,260.1645812988281,260.1645812988281,260.1645812988281,260.1645812988281,0,0.0,0.0
2005-03-24,254.99582884046765,254.99582884046765,241.2122705247667,248.1040496826172,1949960000,0.0,0.0
2005-03-28,248.10398954503674,248.10398954503674,234.32043457031247,234.3204345703125,1046370000,0.0,0.0
2005-03-29,234.32044813368057,237.7663370768229,229.151614718967,232.59750366210938,606600000,0.0,0.0
2005-03-30,230.87458652123473,237.76636522336113,223.98280781910833,229.15164184570312,1700220000,0.0,0.0
2005-03-31,230.87454582663142,236.04337894215303,230.87454582663142,234.3204345703125,1196590000,0.0,0.0
2005-04-01,234.32043457031247,237.76632331399355,232.59749019847195,234.3204345703125,516260000,0.0,0.0
2005-04-04,236.04341280287588,237.76635742187497,234.32046818387678,237.766357421875,172170000,0.0,0.0
2005-04-05,237.76640197308393,237.76640197308393,234.32051208941604,236.04345703125,247030000,0.0,0.0
2005-04-06,234.32046818387678,237.76635742187497,232.5975235648777,237.766357421875,417050000,0.0,0.0
2005-04-07,237.76640197308393,237.76640197308393,229.15167726391422,236.04345703125,1321300000,0.0,0.0
2005-04-08,236.04345703125,236.04345703125,232.5975671475821,236.04345703125,153890000,0.0,0.0
2005-04-11,234.32043457031247,234.32043457031247,230.87454582663142,234.3204345703125,191500000,0.0,0.0
2005-04-12,232.59749019847195,234.32043457031247,229.1516014547909,234.3204345703125,725470000,0.0,0.0
2005-04-13,232.59750366210938,237.7663370768229,232.59750366210938,232.59750366210938,334880000,0.0,0.0
2005-04-14,234.32044813368057,236.04339260525174,229.151614718967,232.59750366210938,578080000,0.0,0.0
2005-04-15,229.1516014547909,234.32043457031247,229.1516014547909,234.3204345703125,318220000,0.0,0.0
2005-04-18,230.87458652123473,230.87458652123473,225.7057524946399,229.15164184570312,836510000,0.0,0.0
2005-04-19,229.15166980073653,229.15166980073653,223.98283514357706,225.70578002929688,527100000,0.0,0.0
2005-04-20,227.42865708295034,236.04337894215303,227.42865708295034,234.3204345703125,423160000,0.0,0.0
2005-04-21,232.59753119676634,232.59753119676634,227.42869717017152,229.15164184570312,379890000,0.0,0.0
2005-04-25,229.15167914496527,229.15167914496527,208.4763396732391,217.091064453125,1681200000,0.0,0.0
2005-04-26,217.0909767150879,220.536865234375,213.64508819580078,220.536865234375,507660000,0.0,0.0
2005-04-27,220.53689406988187,223.98278303972378,217.09100510003998,218.81394958496094,807540000,0.0,0.0
2005-04-28,218.8140391845703,220.536984375,213.64520361328124,215.36814880371094,550650000,0.0,0.0
2005-04-29,213.6451247300559,213.6451247300559,205.0304019586827,211.92218017578125,1245090000,0.0,0.0
2005-05-02,213.6451263427734,217.09101547733428,213.6451263427734,213.64512634277344,165560000,0.0,0.0
2005-05-03,213.64520361328124,217.0910939941406,211.92225842285157,215.36814880371094,200510000,0.0,0.0
2005-05-04,217.09102328988007,223.98280180701911,215.3680786605953,222.25985717773438,466600000,0.0,0.0
2005-05-06,222.25989025785722,227.4287249150167,222.25989025785722,225.70578002929688,214880000,0.0,0.0
2005-05-09,225.7057633620042,225.7057633620042,220.53692908653846,223.98281860351562,324580000,0.0,0.0
2005-05-10,223.98281860351562,225.7057633620042,222.25987384502704,223.98281860351562,162970000,0.0,0.0
2005-05-11,220.53692908653846,225.7057633620042,218.81398432804988,223.98281860351562,115490000,0.0,0.0
2005-05-12,225.7057633620042,225.7057633620042,223.98281860351562,223.98281860351562,135610000,0.0,0.0
2005-05-13,222.25989025785722,225.70578002929688,222.25989025785722,225.70578002929688,87980000,0.0,0.0
2005-05-16,223.98280180701911,223.98280180701911,222.25985717773438,222.25985717773438,65160000,0.0,0.0
2005-05-17,223.98285143303147,227.42874145507812,222.25990642200816,227.42874145507812,160420000,0.0,0.0
2005-05-18,227.4287249150167,227.4287249150167,223.98283514357706,225.70578002929688,148410000,0.0,0.0
2005-05-19,225.7057964440548,227.42874145507812,225.7057964440548,227.42874145507812,113820000,0.0,0.0
2005-05-20,225.70578002929688,225.70578002929688,223.98283514357706,225.70578002929688,111580000,0.0,0.0
2005-05-23,223.98283514357706,225.70578002929688,223.98283514357706,225.70578002929688,29340000,0.0,0.0
2005-05-25,223.98283514357706,225.70578002929688,223.98283514357706,225.70578002929688,121100000,0.0,0.0
2005-05-26,223.98285143303147,229.15168646610144,223.98285143303147,227.42874145507812,222780000,0.0,0.0
2005-05-27,227.4287249150167,227.4287249150167,225.70578002929688,225.70578002929688,179860000,0.0,0.0
2005-05-30,225.70572411836085,230.8745574951172,225.70572411836085,230.8745574951172,197660000,0.0,0.0
2005-05-31,230.87453630845323,239.4892578125,230.87453630845323,239.4892578125,357220000,0.0,0.0
2005-06-01,237.76635742187497,239.48930204087407,236.04341280287588,237.766357421875,189470000,0.0,0.0
2005-06-02,237.7663634394256,244.65814208984372,237.7663634394256,244.65814208984375,357880000,0.0,0.0
2005-06-03,244.6581132795427,248.1040021989729,241.21222436011251,246.3810577392578,319250000,0.0,0.0
2005-06-06,244.65817130880154,244.65817130880154,241.21228157205786,242.9352264404297,153440000,0.0,0.0
2005-06-07,242.9352405003139,246.38113043648858,241.21229553222656,241.21229553222656,158940000,0.0,0.0
2005-06-08,241.21229553222656,242.9352405003139,237.7664055960519,241.21229553222656,156300000,0.0,0.0
2005-06-09,241.21228157205786,242.9352264404297,239.489336703686,242.9352264404297,83980000,0.0,0.0
2005-06-10,242.9352405003139,242.9352405003139,239.48935056413924,241.21229553222656,62030000,0.0,0.0
2005-06-13,239.48935056413924,242.9352405003139,239.48935056413924,241.21229553222656,155870000,0.0,0.0
2005-06-14,242.9351974272392,244.65814208984372,241.21225276463466,244.65814208984375,150820000,0.0,0.0
2005-06-15,244.65816010369196,249.8269944720798,244.65816010369196,248.1040496826172,461550000,0.0,0.0
2005-06-16,248.1040496826172,253.27288405100504,244.65816010369196,248.1040496826172,305650000,0.0,0.0
2005-06-17,248.10405373086735,253.27288818359375,248.10405373086735,253.27288818359375,173220000,0.0,0.0
2005-06-20,253.27276391852394,253.27276391852394,249.82687597405422,251.54981994628906,99610000,0.0,0.0
2005-06-21,249.82687597405422,254.99570789075878,248.10393200181935,251.54981994628906,211940000,0.0,0.0
2005-06-22,251.54981994628906,251.54981994628906,246.3809880295845,251.54981994628906,185660000,0.0,0.0
2005-06-23,249.8269944720798,251.54993926154242,248.1040496826172,248.1040496826172,72680000,0.0,0.0
2005-06-24,248.10400558997844,249.8269500732422,246.3810611067147,249.8269500732422,112010000,0.0,0.0
2005-06-27,248.1040314150528,248.1040314150528,244.65814208984372,244.65814208984375,70670000,0.0,0.0
2005-06-28,246.38108675244825,248.1040314150528,244.65814208984372,244.65814208984375,142950000,0.0,0.0
2005-06-29,246.38108675244825,248.1040314150528,244.65814208984372,244.65814208984375,49340000,0.0,0.0
2005-06-30,246.38110489315457,248.1040496826172,244.65816010369196,248.1040496826172,229650000,0.0,0.0
2005-07-01,248.10393200181935,251.54981994628906,246.3809880295845,251.54981994628906,101220000,0.0,0.0
2005-07-04,249.82694665868797,249.82694665868797,244.6581132795427,246.3810577392578,152210000,0.0,0.0
2005-07-05,246.38111617717337,246.38111617717337,242.9352264404297,242.9352264404297,266870000,0.0,0.0
2005-07-06,244.65817130880154,244.65817130880154,241.21228157205786,242.9352264404297,120810000,0.0,0.0
2005-07-07,241.21220211330936,242.93514641411872,237.76631351169067,239.4892578125,396080000,0.0,0.0
